dataset,checkpoint,family,metric,within_count,cross_count,within_q95,within_median,cross_q95,cross_median,eta,E95,Emed,margin,q95_ratio,median_ratio,finite,pass
a1,1,losses,relative_l2,16,32,0.0,0.0,0.0,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0,0.0,True,True
a1,1,losses,scaled_max,16,32,0.0,0.0,0.0,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0,0.0,True,True
a1,1,outputs,relative_l2,16,32,8.099958518402172e-08,7.963454540962085e-08,8.25383606770726e-08,7.926177221698556e-08,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.02163693602133052,0.020777998016049463,True,True
a1,1,outputs,scaled_max,16,32,2.404184632151475e-07,2.179979520490288e-07,2.3234716665700786e-07,1.9713447301371986e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.06090841565613467,0.05167761929370858,True,True
a1,1,parameters,relative_l2,16,32,1.469704574727262e-08,6.509908961742628e-09,1.1848218363443732e-08,6.466156934122903e-09,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0031059393546665937,0.0016950642433387142,True,True
a1,1,parameters,scaled_max,16,32,1.5844125300645828e-07,5.3085386753082275e-08,1.2179370969533918e-07,5.2619725465774536e-08,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.031927490234374994,0.0137939453125,True,True
a1,5,adam,relative_l2,16,32,1.6772222521921135e-07,1.4250833373429518e-07,1.7049307859099274e-07,1.324497988768681e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0446937375941572,0.03472092007677771,True,True
a1,5,adam,scaled_max,16,32,1.4901161193847656e-08,9.313225746154785e-09,1.4901161193847656e-08,7.450580596923828e-09,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.00390625,0.001953125,True,True
a1,5,gradients,relative_l2,16,32,1.890627605278123e-07,1.732905122995945e-07,2.0415089794477796e-07,1.7426579514857157e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.053516932990835875,0.045682732603427145,True,True
a1,5,gradients,scaled_max,16,32,3.166496753692627e-08,2.9802322387695312e-08,3.315508365631103e-08,2.9802322387695312e-08,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.008691406249999999,0.0078125,True,True
a1,5,losses,relative_l2,16,32,9.542164103657292e-08,0.0,9.542164103657292e-08,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.025014210667891373,0.0,True,True
a1,5,losses,scaled_max,16,32,1.4901161193847656e-08,0.0,1.4901161193847656e-08,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.00390625,0.0,True,True
a1,5,outputs,relative_l2,16,32,1.01635970043756e-07,9.890879077776505e-08,1.0177551796970433e-07,9.875890725689813e-08,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.02667984138265017,0.025889054983952303,True,True
a1,5,outputs,scaled_max,16,32,2.6249728577806506e-07,2.0514962344357698e-07,3.1499674293367805e-07,2.099978175976812e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0825745061796061,0.05504966789632654,True,True
a1,5,parameters,relative_l2,16,32,1.6298045399271098e-08,1.0188756038914538e-08,1.39120515756869e-08,9.923843132223712e-09,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0036469608482568665,0.002601475934053653,True,True
a1,5,parameters,scaled_max,16,32,1.5844125300645828e-07,5.2852556109428406e-08,1.2179370969533918e-07,5.3085386753082275e-08,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.031927490234374994,0.013916015625,True,True
a1,20,adam,relative_l2,16,32,1.3709374595891837e-07,1.2309235478985763e-07,1.442678920672566e-07,1.2055325235552045e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.03781896229807891,0.03160231178548555,True,True
a1,20,adam,scaled_max,16,32,1.6763806343078613e-08,1.4901161193847656e-08,2.2351741790771484e-08,1.4901161193847656e-08,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.005859375,0.00390625,True,True
a1,20,gradients,relative_l2,16,32,4.0978095544160653e-07,2.6187469081315064e-07,5.069717484974578e-07,2.9496577165053503e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.13289960203811757,0.07732350724355785,True,True
a1,20,gradients,scaled_max,16,32,2.2351741790771484e-08,1.4901161193847656e-08,2.2351741790771484e-08,1.4901161193847656e-08,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.005859375,0.00390625,True,True
a1,20,losses,relative_l2,16,32,9.351228592466164e-08,0.0,9.351228592466164e-08,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0245136846814345,0.0,True,True
a1,20,losses,scaled_max,16,32,7.450580596923828e-09,0.0,7.450580596923828e-09,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.001953125,0.0,True,True
a1,20,outputs,relative_l2,16,32,1.1648378125400456e-07,1.1375579386618443e-07,1.1609915864749413e-07,1.1388373604988663e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0304346978444887,0.02985393810306148,True,True
a1,20,outputs,scaled_max,16,32,2.384185791015625e-07,2.0593281102251307e-07,2.574160005255405e-07,2.059328004204324e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.06748006004176729,0.053984048033413834,True,True
a1,20,parameters,relative_l2,16,32,2.1960579585645246e-08,1.761561387640112e-08,2.0120402294835926e-08,1.7486142912522283e-08,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.005274442739177469,0.004583887447660241,True,True
a1,20,parameters,scaled_max,16,32,1.5797559171915054e-07,5.2852556109428406e-08,1.2281816452741623e-07,5.2619725465774536e-08,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.032196044921875,0.0137939453125,True,True
p22,0,adam,relative_l2,16,32,0.0,0.0,0.0,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0,0.0,True,True
