dataset,variant,variant_code,seed,run_status,ari,nmi,ami,fmi,homogeneity,v_measure,hungarian_macro_f1,hungarian_weighted_f1,hungarian_balanced_accuracy,spatial_neighbor_agreement,spatial_cluster_moran_mean,embedding_silhouette,embedding_davies_bouldin,total_seconds,gpu_peak_allocated_mib
placenta,locked_legacy_loss_replay,V3,0,complete,0.6530677220889807,0.7073024601682062,0.7034324890128305,0.7142185722403767,0.7463867625374669,0.7073024601682062,0.5883802373788296,0.7808139245461581,0.620341464329802,0.45306859205776173,0.43271113188631694,0.1545107364654541,2.163485462365654,7.8623752179555595,191.89697265625
placenta,locked_legacy_loss_replay,V3,1,complete,0.7201194026501642,0.7511639843456898,0.7478256399507442,0.7699032628665158,0.782969022060498,0.7511639843456898,0.6238450241393809,0.8249576267351832,0.6704233890974652,0.4398315282791817,0.3835569773006126,0.15405875444412231,2.1289469729313555,8.748457943089306,191.8984375
placenta,locked_legacy_loss_replay,V3,2,complete,0.6576105843261613,0.7308053605816894,0.7272810063300025,0.7189022182852408,0.7787338319175567,0.7308053605816893,0.6299300895966838,0.7942618169013788,0.6771379146630873,0.43080625752105894,0.37358367183890534,0.1669599413871765,2.219858229983316,8.12235794402659,191.89697265625
placenta,locked_legacy_loss_replay,V3,3,complete,0.6403649578840368,0.7096072903535283,0.7057807083202478,0.7036987152570423,0.7506093055715721,0.7096072903535283,0.5880977039050062,0.7739505378575826,0.620525980409802,0.44223826714801445,0.41050218403986616,0.19355739653110504,2.0720176531098207,8.59360297722742,191.8955078125
placenta,locked_legacy_loss_replay,V3,4,complete,0.6464722603331017,0.7201913614503674,0.7165340983125288,0.7097711382187978,0.7684730821160505,0.7201913614503677,0.6265133455415658,0.7923517894107192,0.6724443086822812,0.43381468110709986,0.3772905884840983,0.16953139007091522,2.2059539461446125,8.815176462288946,191.89697265625
placenta,locked_legacy_shape_normalized,V2,0,complete,0.49009711949029927,0.591280177549275,0.5858762566585197,0.5761723786035976,0.622939543080556,0.591280177549275,0.5423515235747477,0.706544667752589,0.5674376347942802,0.4711191335740072,0.46227688604597217,0.040123116225004196,3.045497609475805,7.960182368289679,191.896484375
placenta,locked_legacy_shape_normalized,V2,1,complete,0.4987179500590403,0.5949991830029285,0.5896204880566881,0.5836612717497981,0.6257212127800268,0.5949991830029286,0.5579408294554975,0.7229704555521933,0.5731504879439514,0.45246690734055356,0.4128114156896682,0.046931955963373184,2.9728135288191395,8.085000498220325,191.89794921875
placenta,locked_legacy_shape_normalized,V2,2,complete,0.4680201138635619,0.5387857994619875,0.5327171767888177,0.5573357269386796,0.5713862402231523,0.5387857994619876,0.47207263554812917,0.6376671107650993,0.47358571516099596,0.47833935018050544,0.4661524892674443,0.04402654990553856,3.3373189139508748,8.749632773920894,191.896484375
placenta,locked_legacy_shape_normalized,V2,3,complete,0.5097973016836811,0.5952525119034621,0.589865626192223,0.5932257588380597,0.6238961125495941,0.595252511903462,0.5518278053048681,0.7228458899264736,0.5674045357608304,0.4687123947051745,0.44472761325469107,0.05352679640054703,2.7628258644287174,8.911106724757701,191.89501953125
placenta,locked_legacy_shape_normalized,V2,4,complete,0.498635729221665,0.5984824854844369,0.593170897121332,0.583403681800382,0.6306526419987495,0.5984824854844369,0.5454478938360162,0.7157169068249424,0.5687256141470085,0.4608904933814681,0.43619135404622583,0.04937966167926788,2.9065400319450116,8.898811340332031,191.896484375
