dataset,metric,contrast,seed,paired_delta
placenta,v_measure,asr_vs_legacy_same_scale,3,0.007033961375068065
placenta,v_measure,uniform_scale_effect,4,0.19277745489006426
placenta,v_measure,legacy_shape_effect,4,0.0898258309205966
placenta,v_measure,scale_at_legacy_shape,4,0.12170887596593072
placenta,v_measure,legacy_shape_at_full_scale,4,0.018757251996463054
placenta,v_measure,factorial_scale_main,4,0.1572431654279975
placenta,v_measure,factorial_shape_main,4,0.054291541458529824
placenta,v_measure,interaction,4,-0.07106857892413354
placenta,v_measure,asr_vs_uniform_same_scale,4,-0.003721680463248722
placenta,v_measure,asr_vs_legacy_same_scale,4,-0.022478932459711776
placenta,hungarian_macro_f1,uniform_scale_effect,0,0.1902180984636187
placenta,hungarian_macro_f1,legacy_shape_effect,0,0.09763321573215133
placenta,hungarian_macro_f1,scale_at_legacy_shape,0,0.04602871380408191
placenta,hungarian_macro_f1,legacy_shape_at_full_scale,0,-0.046556168927385455
placenta,hungarian_macro_f1,factorial_scale_main,0,0.1181234061338503
placenta,hungarian_macro_f1,factorial_shape_main,0,0.02553852340238294
placenta,hungarian_macro_f1,interaction,0,-0.1441893846595368
placenta,hungarian_macro_f1,asr_vs_uniform_same_scale,0,-0.0033890702736593115
placenta,hungarian_macro_f1,asr_vs_legacy_same_scale,0,0.043167098653726144
placenta,hungarian_macro_f1,uniform_scale_effect,1,0.05998901184878458
placenta,hungarian_macro_f1,legacy_shape_effect,1,-0.0026312612082245446
placenta,hungarian_macro_f1,scale_at_legacy_shape,1,0.06590419468388342
placenta,hungarian_macro_f1,legacy_shape_at_full_scale,1,0.0032839216268742977
placenta,hungarian_macro_f1,factorial_scale_main,1,0.062946603266334
placenta,hungarian_macro_f1,factorial_shape_main,1,0.00032633020932487655
placenta,hungarian_macro_f1,interaction,1,0.005915182835098842
placenta,hungarian_macro_f1,asr_vs_uniform_same_scale,1,-0.005314701215824336
placenta,hungarian_macro_f1,asr_vs_legacy_same_scale,1,-0.008598622842698633
placenta,hungarian_macro_f1,uniform_scale_effect,2,0.12712079598383064
placenta,hungarian_macro_f1,legacy_shape_effect,2,-0.030305821406870326
placenta,hungarian_macro_f1,scale_at_legacy_shape,2,0.15785745404855467
placenta,hungarian_macro_f1,legacy_shape_at_full_scale,2,0.00043083665785370595
placenta,hungarian_macro_f1,factorial_scale_main,2,0.14248912501619265
placenta,hungarian_macro_f1,factorial_shape_main,2,-0.01493749237450831
placenta,hungarian_macro_f1,interaction,2,0.03073665806472403
placenta,hungarian_macro_f1,asr_vs_uniform_same_scale,2,-0.0022005621901861616
placenta,hungarian_macro_f1,asr_vs_legacy_same_scale,2,-0.0026313988480398676
placenta,hungarian_macro_f1,uniform_scale_effect,3,0.07190188903942107
placenta,hungarian_macro_f1,legacy_shape_effect,3,0.034697821725949374
placenta,hungarian_macro_f1,scale_at_legacy_shape,3,0.03626989860013807
placenta,hungarian_macro_f1,legacy_shape_at_full_scale,3,-0.0009341687133336274
placenta,hungarian_macro_f1,factorial_scale_main,3,0.054085893819779574
placenta,hungarian_macro_f1,factorial_shape_main,3,0.016881826506307873
placenta,hungarian_macro_f1,interaction,3,-0.035631990439283
placenta,hungarian_macro_f1,asr_vs_uniform_same_scale,3,-0.002985076828341149
placenta,hungarian_macro_f1,asr_vs_legacy_same_scale,3,-0.0020509081150075215
placenta,hungarian_macro_f1,uniform_scale_effect,4,0.10577660840917447
placenta,hungarian_macro_f1,legacy_shape_effect,4,0.0600017824309621
placenta,hungarian_macro_f1,scale_at_legacy_shape,4,0.08106545170554957
placenta,hungarian_macro_f1,legacy_shape_at_full_scale,4,0.03529062572733721
placenta,hungarian_macro_f1,factorial_scale_main,4,0.09342103005736202
placenta,hungarian_macro_f1,factorial_shape_main,4,0.04764620407914966
placenta,hungarian_macro_f1,interaction,4,-0.024711156703624892
placenta,hungarian_macro_f1,asr_vs_uniform_same_scale,4,-0.00015161257474705092
placenta,hungarian_macro_f1,asr_vs_legacy_same_scale,4,-0.03544223830208426
placenta,hungarian_weighted_f1,uniform_scale_effect,0,0.20361810742731234
placenta,hungarian_weighted_f1,legacy_shape_effect,0,0.09695530662743657
placenta,hungarian_weighted_f1,scale_at_legacy_shape,0,0.0742692567935691
placenta,hungarian_weighted_f1,legacy_shape_at_full_scale,0,-0.032393544006306674
placenta,hungarian_weighted_f1,factorial_scale_main,0,0.13894368211044072
placenta,hungarian_weighted_f1,factorial_shape_main,0,0.032280881310564946
placenta,hungarian_weighted_f1,interaction,0,-0.12934885063374324
placenta,hungarian_weighted_f1,asr_vs_uniform_same_scale,0,-0.0037183805347976717
placenta,hungarian_weighted_f1,asr_vs_legacy_same_scale,0,0.028675163471509002
placenta,hungarian_weighted_f1,uniform_scale_effect,1,0.0943378762496524
placenta,hungarian_weighted_f1,legacy_shape_effect,1,-0.007914785725282147
placenta,hungarian_weighted_f1,scale_at_legacy_shape,1,0.10198717118298994
placenta,hungarian_weighted_f1,legacy_shape_at_full_scale,1,-0.00026549079194460035
placenta,hungarian_weighted_f1,factorial_scale_main,1,0.09816252371632117
placenta,hungarian_weighted_f1,factorial_shape_main,1,-0.004090138258613374
placenta,hungarian_weighted_f1,interaction,1,0.007649294933337547
placenta,hungarian_weighted_f1,asr_vs_uniform_same_scale,1,-0.004923293419918817
placenta,hungarian_weighted_f1,asr_vs_legacy_same_scale,1,-0.004657802627974217
placenta,hungarian_weighted_f1,uniform_scale_effect,2,0.13440925503832257
placenta,hungarian_weighted_f1,legacy_shape_effect,2,-0.02339645614748609
placenta,hungarian_weighted_f1,scale_at_legacy_shape,2,0.15659470613627946
placenta,hungarian_weighted_f1,legacy_shape_at_full_scale,2,-0.0012110050495292013
placenta,hungarian_weighted_f1,factorial_scale_main,2,0.14550198058730102
placenta,hungarian_weighted_f1,factorial_shape_main,2,-0.012303730598507645
placenta,hungarian_weighted_f1,interaction,2,0.022185451097956888
placenta,hungarian_weighted_f1,asr_vs_uniform_same_scale,2,-0.0036487600614639737
placenta,hungarian_weighted_f1,asr_vs_legacy_same_scale,2,-0.0024377550119347724
placenta,hungarian_weighted_f1,uniform_scale_effect,3,0.0941885765126157
placenta,hungarian_weighted_f1,legacy_shape_effect,3,0.04306827126534374
placenta,hungarian_weighted_f1,scale_at_legacy_shape,3,0.051104647931109026
placenta,hungarian_weighted_f1,legacy_shape_at_full_scale,3,-1.5657316162931423e-05
placenta,hungarian_weighted_f1,factorial_scale_main,3,0.07264661222186236
placenta,hungarian_weighted_f1,factorial_shape_main,3,0.021526306974590403
placenta,hungarian_weighted_f1,interaction,3,-0.04308392858150667
placenta,hungarian_weighted_f1,asr_vs_uniform_same_scale,3,0.012389069081792381
placenta,hungarian_weighted_f1,asr_vs_legacy_same_scale,3,0.012404726397955312
placenta,hungarian_weighted_f1,uniform_scale_effect,4,0.1331890103064649
placenta,hungarian_weighted_f1,legacy_shape_effect,4,0.08692445501980617
placenta,hungarian_weighted_f1,scale_at_legacy_shape,4,0.07663488258577678
placenta,hungarian_weighted_f1,legacy_shape_at_full_scale,4,0.03037032729911804
placenta,hungarian_weighted_f1,factorial_scale_main,4,0.10491194644612084
placenta,hungarian_weighted_f1,factorial_shape_main,4,0.0586473911594621
placenta,hungarian_weighted_f1,interaction,4,-0.05655412772068813
placenta,hungarian_weighted_f1,asr_vs_uniform_same_scale,4,0.0004953285351690928
placenta,hungarian_weighted_f1,asr_vs_legacy_same_scale,4,-0.029874998763948946
placenta,hungarian_balanced_accuracy,uniform_scale_effect,0,0.1707274577201926
placenta,hungarian_balanced_accuracy,legacy_shape_effect,0,0.0623933781987579
placenta,hungarian_balanced_accuracy,scale_at_legacy_shape,0,0.05290382953552175
placenta,hungarian_balanced_accuracy,legacy_shape_at_full_scale,0,-0.05543024998591295
placenta,hungarian_balanced_accuracy,factorial_scale_main,0,0.11181564362785718
placenta,hungarian_balanced_accuracy,factorial_shape_main,0,0.0034815641064224745
placenta,hungarian_balanced_accuracy,interaction,0,-0.11782362818467085
placenta,hungarian_balanced_accuracy,asr_vs_uniform_same_scale,0,-0.0018205943798287327
placenta,hungarian_balanced_accuracy,asr_vs_legacy_same_scale,0,0.05360965560608422
placenta,hungarian_balanced_accuracy,uniform_scale_effect,1,0.09733771082575915
placenta,hungarian_balanced_accuracy,legacy_shape_effect,1,0.015385155292193642
placenta,hungarian_balanced_accuracy,scale_at_legacy_shape,1,0.09727290115351384
placenta,hungarian_balanced_accuracy,legacy_shape_at_full_scale,1,0.015320345619948328
placenta,hungarian_balanced_accuracy,factorial_scale_main,1,0.09730530598963649
placenta,hungarian_balanced_accuracy,factorial_shape_main,1,0.015352750456070985
placenta,hungarian_balanced_accuracy,interaction,1,-6.480967224531398e-05
placenta,hungarian_balanced_accuracy,asr_vs_uniform_same_scale,1,-0.0026091901983865684
placenta,hungarian_balanced_accuracy,asr_vs_legacy_same_scale,1,-0.017929535818334896
placenta,hungarian_balanced_accuracy,uniform_scale_effect,2,0.11846428112330765
placenta,hungarian_balanced_accuracy,legacy_shape_effect,2,-0.08383232338624441
placenta,hungarian_balanced_accuracy,scale_at_legacy_shape,2,0.2035521995020913
placenta,hungarian_balanced_accuracy,legacy_shape_at_full_scale,2,0.001255594992539244
placenta,hungarian_balanced_accuracy,factorial_scale_main,2,0.16100824031269947
placenta,hungarian_balanced_accuracy,factorial_shape_main,2,-0.041288364196852584
placenta,hungarian_balanced_accuracy,interaction,2,0.08508791837878366
placenta,hungarian_balanced_accuracy,asr_vs_uniform_same_scale,2,0.00034604654882175456
placenta,hungarian_balanced_accuracy,asr_vs_legacy_same_scale,2,-0.0009095484437174894
placenta,hungarian_balanced_accuracy,uniform_scale_effect,3,0.11209500351966717
placenta,hungarian_balanced_accuracy,legacy_shape_effect,3,0.05449562555313914
placenta,hungarian_balanced_accuracy,scale_at_legacy_shape,3,0.053121444648971616
placenta,hungarian_balanced_accuracy,legacy_shape_at_full_scale,3,-0.004477933317556415
placenta,hungarian_balanced_accuracy,factorial_scale_main,3,0.08260822408431939
placenta,hungarian_balanced_accuracy,factorial_shape_main,3,0.02500884611779136
placenta,hungarian_balanced_accuracy,interaction,3,-0.05897355887069555
placenta,hungarian_balanced_accuracy,asr_vs_uniform_same_scale,3,-0.004678440166165143
placenta,hungarian_balanced_accuracy,asr_vs_legacy_same_scale,3,-0.00020050684860872803
placenta,hungarian_balanced_accuracy,uniform_scale_effect,4,0.13061240084565778
placenta,hungarian_balanced_accuracy,legacy_shape_effect,4,0.07501773335911716
placenta,hungarian_balanced_accuracy,scale_at_legacy_shape,4,0.10371869453527272
placenta,hungarian_balanced_accuracy,legacy_shape_at_full_scale,4,0.04812402704873209
placenta,hungarian_balanced_accuracy,factorial_scale_main,4,0.11716554769046525
placenta,hungarian_balanced_accuracy,factorial_shape_main,4,0.06157088020392462
placenta,hungarian_balanced_accuracy,interaction,4,-0.026893706310385068
placenta,hungarian_balanced_accuracy,asr_vs_uniform_same_scale,4,-0.0029713203070145244
placenta,hungarian_balanced_accuracy,asr_vs_legacy_same_scale,4,-0.05109534735574661
placenta,spatial_neighbor_agreement,uniform_scale_effect,0,-0.07641395908543924
placenta,spatial_neighbor_agreement,legacy_shape_effect,0,-0.03309265944645007
placenta,spatial_neighbor_agreement,scale_at_legacy_shape,0,-0.018050541516245466
placenta,spatial_neighbor_agreement,legacy_shape_at_full_scale,0,0.02527075812274371
placenta,spatial_neighbor_agreement,factorial_scale_main,0,-0.047232250300842354
placenta,spatial_neighbor_agreement,factorial_shape_main,0,-0.00391095066185318
placenta,spatial_neighbor_agreement,interaction,0,0.058363417569193776
placenta,spatial_neighbor_agreement,asr_vs_uniform_same_scale,0,0.004211793020457322
placenta,spatial_neighbor_agreement,asr_vs_legacy_same_scale,0,-0.021058965102286387
placenta,spatial_neighbor_agreement,uniform_scale_effect,1,-0.029482551143200975
placenta,spatial_neighbor_agreement,legacy_shape_effect,1,-0.006618531889290014
placenta,spatial_neighbor_agreement,scale_at_legacy_shape,1,-0.012635379061371854
placenta,spatial_neighbor_agreement,legacy_shape_at_full_scale,1,0.010228640192539107
placenta,spatial_neighbor_agreement,factorial_scale_main,1,-0.021058965102286414
placenta,spatial_neighbor_agreement,factorial_shape_main,1,0.0018050541516245466
placenta,spatial_neighbor_agreement,interaction,1,0.01684717208182912
placenta,spatial_neighbor_agreement,asr_vs_uniform_same_scale,1,0.0030084235860409203
placenta,spatial_neighbor_agreement,asr_vs_legacy_same_scale,1,-0.0072202166064981865
placenta,spatial_neighbor_agreement,uniform_scale_effect,2,-0.07460890493381467
placenta,spatial_neighbor_agreement,legacy_shape_effect,2,-0.01865222623345364
placenta,spatial_neighbor_agreement,scale_at_legacy_shape,2,-0.047533092659446496
placenta,spatial_neighbor_agreement,legacy_shape_at_full_scale,2,0.008423586040914532
placenta,spatial_neighbor_agreement,factorial_scale_main,2,-0.06107099879663058
placenta,spatial_neighbor_agreement,factorial_shape_main,2,-0.005114320096269553
placenta,spatial_neighbor_agreement,interaction,2,0.02707581227436817
placenta,spatial_neighbor_agreement,asr_vs_uniform_same_scale,2,0.0024067388688327473
placenta,spatial_neighbor_agreement,asr_vs_legacy_same_scale,2,-0.006016847172081785
placenta,spatial_neighbor_agreement,uniform_scale_effect,3,-0.07882069795427193
placenta,spatial_neighbor_agreement,legacy_shape_effect,3,-0.039711191335740026
placenta,spatial_neighbor_agreement,scale_at_legacy_shape,3,-0.026474127557160054
placenta,spatial_neighbor_agreement,legacy_shape_at_full_scale,3,0.012635379061371854
placenta,spatial_neighbor_agreement,factorial_scale_main,3,-0.052647412755715994
placenta,spatial_neighbor_agreement,factorial_shape_main,3,-0.013537906137184086
placenta,spatial_neighbor_agreement,interaction,3,0.05234657039711188
placenta,spatial_neighbor_agreement,asr_vs_uniform_same_scale,3,0.008423586040914588
placenta,spatial_neighbor_agreement,asr_vs_legacy_same_scale,3,-0.004211793020457266
placenta,spatial_neighbor_agreement,uniform_scale_effect,4,-0.04873646209386279
placenta,spatial_neighbor_agreement,legacy_shape_effect,4,-0.027075812274368227
placenta,spatial_neighbor_agreement,scale_at_legacy_shape,4,-0.027075812274368227
placenta,spatial_neighbor_agreement,legacy_shape_at_full_scale,4,-0.005415162454873668
placenta,spatial_neighbor_agreement,factorial_scale_main,4,-0.03790613718411551
placenta,spatial_neighbor_agreement,factorial_shape_main,4,-0.016245487364620947
placenta,spatial_neighbor_agreement,interaction,4,0.02166064981949456
placenta,spatial_neighbor_agreement,asr_vs_uniform_same_scale,4,0.000601684717208173
placenta,spatial_neighbor_agreement,asr_vs_legacy_same_scale,4,0.006016847172081841
placenta,spatial_cluster_moran_mean,uniform_scale_effect,0,-0.1386783094552702
placenta,spatial_cluster_moran_mean,legacy_shape_effect,0,-0.04607319283370448
placenta,spatial_cluster_moran_mean,scale_at_legacy_shape,0,-0.029565754159655233
placenta,spatial_cluster_moran_mean,legacy_shape_at_full_scale,0,0.0630393624619105
placenta,spatial_cluster_moran_mean,factorial_scale_main,0,-0.08412203180746272
placenta,spatial_cluster_moran_mean,factorial_shape_main,0,0.008483084814103009
placenta,spatial_cluster_moran_mean,interaction,0,0.10911255529561498
placenta,spatial_cluster_moran_mean,asr_vs_uniform_same_scale,0,0.006762859123262799
placenta,spatial_cluster_moran_mean,asr_vs_legacy_same_scale,0,-0.0562765033386477
placenta,spatial_cluster_moran_mean,uniform_scale_effect,1,-0.04722487920918045
placenta,spatial_cluster_moran_mean,legacy_shape_effect,1,-0.010914656981032889
placenta,spatial_cluster_moran_mean,scale_at_legacy_shape,1,-0.029254438389055615
placenta,spatial_cluster_moran_mean,legacy_shape_at_full_scale,1,0.007055783839091945
placenta,spatial_cluster_moran_mean,factorial_scale_main,1,-0.03823965879911803
placenta,spatial_cluster_moran_mean,factorial_shape_main,1,-0.001929436570970472
placenta,spatial_cluster_moran_mean,interaction,1,0.017970440820124833
placenta,spatial_cluster_moran_mean,asr_vs_uniform_same_scale,1,0.00840460565208856
placenta,spatial_cluster_moran_mean,asr_vs_legacy_same_scale,1,0.0013488218129966145
placenta,spatial_cluster_moran_mean,uniform_scale_effect,2,-0.13499317953919066
placenta,spatial_cluster_moran_mean,legacy_shape_effect,2,-0.026259455154913514
placenta,spatial_cluster_moran_mean,scale_at_legacy_shape,2,-0.09256881742853895
placenta,spatial_cluster_moran_mean,legacy_shape_at_full_scale,2,0.01616490695573819
placenta,spatial_cluster_moran_mean,factorial_scale_main,2,-0.1137809984838648
placenta,spatial_cluster_moran_mean,factorial_shape_main,2,-0.005047274099587662
placenta,spatial_cluster_moran_mean,interaction,2,0.0424243621106517
placenta,spatial_cluster_moran_mean,asr_vs_uniform_same_scale,2,0.0025663987792021725
placenta,spatial_cluster_moran_mean,asr_vs_legacy_same_scale,2,-0.013598508176536017
placenta,spatial_cluster_moran_mean,uniform_scale_effect,3,-0.06622706706776105
placenta,spatial_cluster_moran_mean,legacy_shape_effect,3,-0.02578311430318614
placenta,spatial_cluster_moran_mean,scale_at_legacy_shape,3,-0.03422542921482491
placenta,spatial_cluster_moran_mean,legacy_shape_at_full_scale,3,0.006218523549749999
placenta,spatial_cluster_moran_mean,factorial_scale_main,3,-0.05022624814129298
placenta,spatial_cluster_moran_mean,factorial_shape_main,3,-0.00978229537671807
placenta,spatial_cluster_moran_mean,interaction,3,0.03200163785293614
placenta,spatial_cluster_moran_mean,asr_vs_uniform_same_scale,3,-0.010720871563073442
placenta,spatial_cluster_moran_mean,asr_vs_legacy_same_scale,3,-0.01693939511282344
placenta,spatial_cluster_moran_mean,uniform_scale_effect,4,-0.04742511828485746
placenta,spatial_cluster_moran_mean,legacy_shape_effect,4,-0.02451648899565184
placenta,spatial_cluster_moran_mean,scale_at_legacy_shape,4,-0.05890076556212753
placenta,spatial_cluster_moran_mean,legacy_shape_at_full_scale,4,-0.035992136272921915
placenta,spatial_cluster_moran_mean,factorial_scale_main,4,-0.053162941923492496
placenta,spatial_cluster_moran_mean,factorial_shape_main,4,-0.03025431263428688
placenta,spatial_cluster_moran_mean,interaction,4,-0.011475647277270073
placenta,spatial_cluster_moran_mean,asr_vs_uniform_same_scale,4,0.0004892965438982877
placenta,spatial_cluster_moran_mean,asr_vs_legacy_same_scale,4,0.0364814328168202
placenta,embedding_silhouette,uniform_scale_effect,0,0.10514470189809799
placenta,embedding_silhouette,legacy_shape_effect,0,-0.0008723102509975433
placenta,embedding_silhouette,scale_at_legacy_shape,0,0.1143876202404499
placenta,embedding_silhouette,legacy_shape_at_full_scale,0,0.00837060809135437
placenta,embedding_silhouette,factorial_scale_main,0,0.10976616106927395
placenta,embedding_silhouette,factorial_shape_main,0,0.0037491489201784134
placenta,embedding_silhouette,interaction,0,0.009242918342351913
placenta,embedding_silhouette,asr_vs_uniform_same_scale,0,-0.004135549068450928
placenta,embedding_silhouette,asr_vs_legacy_same_scale,0,-0.012506157159805298
placenta,embedding_silhouette,uniform_scale_effect,1,0.10204532369971275
placenta,embedding_silhouette,legacy_shape_effect,1,0.004447430372238159
placenta,embedding_silhouette,scale_at_legacy_shape,1,0.10712679848074913
placenta,embedding_silhouette,legacy_shape_at_full_scale,1,0.009528905153274536
placenta,embedding_silhouette,factorial_scale_main,1,0.10458606109023094
placenta,embedding_silhouette,factorial_shape_main,1,0.006988167762756348
placenta,embedding_silhouette,interaction,1,0.005081474781036377
placenta,embedding_silhouette,asr_vs_uniform_same_scale,1,-0.002976641058921814
placenta,embedding_silhouette,asr_vs_legacy_same_scale,1,-0.01250554621219635
placenta,embedding_silhouette,uniform_scale_effect,2,0.11760665103793144
placenta,embedding_silhouette,legacy_shape_effect,2,0.008839763700962067
placenta,embedding_silhouette,scale_at_legacy_shape,2,0.12293339148163795
placenta,embedding_silhouette,legacy_shape_at_full_scale,2,0.014166504144668579
placenta,embedding_silhouette,factorial_scale_main,2,0.1202700212597847
placenta,embedding_silhouette,factorial_shape_main,2,0.011503133922815323
placenta,embedding_silhouette,interaction,2,0.0053267404437065125
placenta,embedding_silhouette,asr_vs_uniform_same_scale,2,-0.004678890109062195
placenta,embedding_silhouette,asr_vs_legacy_same_scale,2,-0.018845394253730774
placenta,embedding_silhouette,uniform_scale_effect,3,0.13866164907813072
placenta,embedding_silhouette,legacy_shape_effect,3,0.012052837759256363
placenta,embedding_silhouette,scale_at_legacy_shape,3,0.14003060013055801
placenta,embedding_silhouette,legacy_shape_at_full_scale,3,0.013421788811683655
placenta,embedding_silhouette,factorial_scale_main,3,0.13934612460434437
placenta,embedding_silhouette,factorial_shape_main,3,0.012737313285470009
placenta,embedding_silhouette,interaction,3,0.0013689510524272919
placenta,embedding_silhouette,asr_vs_uniform_same_scale,3,-0.043229326605796814
placenta,embedding_silhouette,asr_vs_legacy_same_scale,3,-0.05665111541748047
placenta,embedding_silhouette,uniform_scale_effect,4,0.10845795646309853
placenta,embedding_silhouette,legacy_shape_effect,4,0.0043199993669986725
placenta,embedding_silhouette,scale_at_legacy_shape,4,0.12015172839164734
placenta,embedding_silhouette,legacy_shape_at_full_scale,4,0.016013771295547485
placenta,embedding_silhouette,factorial_scale_main,4,0.11430484242737293
placenta,embedding_silhouette,factorial_shape_main,4,0.010166885331273079
placenta,embedding_silhouette,interaction,4,0.011693771928548813
placenta,embedding_silhouette,asr_vs_uniform_same_scale,4,-0.00445103645324707
placenta,embedding_silhouette,asr_vs_legacy_same_scale,4,-0.020464807748794556
placenta,embedding_davies_bouldin,uniform_scale_effect,0,-0.8236849742542112
placenta,embedding_davies_bouldin,legacy_shape_effect,0,-0.1810163146268553
placenta,embedding_davies_bouldin,scale_at_legacy_shape,0,-0.8820121471101512
placenta,embedding_davies_bouldin,legacy_shape_at_full_scale,0,-0.23934348748279533
placenta,embedding_davies_bouldin,factorial_scale_main,0,-0.8528485606821812
placenta,embedding_davies_bouldin,factorial_shape_main,0,-0.2101799010548253
placenta,embedding_davies_bouldin,interaction,0,-0.058327172855940024
placenta,embedding_davies_bouldin,asr_vs_uniform_same_scale,0,0.022814237400572868
placenta,embedding_davies_bouldin,asr_vs_legacy_same_scale,0,0.2621577248833682
placenta,embedding_davies_bouldin,uniform_scale_effect,1,-1.1705137582316225
placenta,embedding_davies_bouldin,legacy_shape_effect,1,-0.3508156448375992
placenta,embedding_davies_bouldin,scale_at_legacy_shape,1,-0.843866555887784
placenta,embedding_davies_bouldin,legacy_shape_at_full_scale,1,-0.02416844249376071
placenta,embedding_davies_bouldin,factorial_scale_main,1,-1.0071901570597033
placenta,embedding_davies_bouldin,factorial_shape_main,1,-0.18749204366567995
placenta,embedding_davies_bouldin,interaction,1,0.3266472023438385
placenta,embedding_davies_bouldin,asr_vs_uniform_same_scale,1,0.001586305307542002
placenta,embedding_davies_bouldin,asr_vs_legacy_same_scale,1,0.025754747801302713
placenta,embedding_davies_bouldin,uniform_scale_effect,2,-0.975159030848721
placenta,embedding_davies_bouldin,legacy_shape_effect,2,-0.014590541486067643
placenta,embedding_davies_bouldin,scale_at_legacy_shape,2,-1.117460683967559
placenta,embedding_davies_bouldin,legacy_shape_at_full_scale,2,-0.15689219460490555
placenta,embedding_davies_bouldin,factorial_scale_main,2,-1.04630985740814
placenta,embedding_davies_bouldin,factorial_shape_main,2,-0.0857413680454866
placenta,embedding_davies_bouldin,interaction,2,-0.1423016531188379
placenta,embedding_davies_bouldin,asr_vs_uniform_same_scale,2,-0.007867284568340516
placenta,embedding_davies_bouldin,asr_vs_legacy_same_scale,2,0.14902491003656504
placenta,embedding_davies_bouldin,uniform_scale_effect,3,-0.7547691586930307
placenta,embedding_davies_bouldin,legacy_shape_effect,3,-0.14790095846767803
placenta,embedding_davies_bouldin,scale_at_legacy_shape,3,-0.6908082113188967
placenta,embedding_davies_bouldin,legacy_shape_at_full_scale,3,-0.08394001109354399
placenta,embedding_davies_bouldin,factorial_scale_main,3,-0.7227886850059637
placenta,embedding_davies_bouldin,factorial_shape_main,3,-0.11592048478061101
placenta,embedding_davies_bouldin,interaction,3,0.06396094737413405
placenta,embedding_davies_bouldin,asr_vs_uniform_same_scale,3,0.20720931889383198
placenta,embedding_davies_bouldin,asr_vs_legacy_same_scale,3,0.29114932998737597
placenta,embedding_davies_bouldin,uniform_scale_effect,4,-0.9914556315003518
placenta,embedding_davies_bouldin,legacy_shape_effect,4,-0.2581464115670924
placenta,embedding_davies_bouldin,scale_at_legacy_shape,4,-0.7005860858003992
placenta,embedding_davies_bouldin,legacy_shape_at_full_scale,4,0.03272313413286021
placenta,embedding_davies_bouldin,factorial_scale_main,4,-0.8460208586503755
placenta,embedding_davies_bouldin,factorial_shape_main,4,-0.11271163871711609
placenta,embedding_davies_bouldin,interaction,4,0.2908695456999526
placenta,embedding_davies_bouldin,asr_vs_uniform_same_scale,4,0.028247377339806867
placenta,embedding_davies_bouldin,asr_vs_legacy_same_scale,4,-0.004475756793053343
p22,ari,uniform_scale_effect,0,0.03603457079344641
p22,ari,legacy_shape_effect,0,6.474267561429325e-05
p22,ari,scale_at_legacy_shape,0,0.0002270967036024918
p22,ari,legacy_shape_at_full_scale,0,-0.03574273141422962
p22,ari,factorial_scale_main,0,0.01813083374852445
p22,ari,factorial_shape_main,0,-0.017838994369307665
p22,ari,interaction,0,-0.035807474089843916
p22,ari,asr_vs_uniform_same_scale,0,-0.03370295088531672
p22,ari,asr_vs_legacy_same_scale,0,0.0020397805289129045
p22,ari,uniform_scale_effect,1,0.011762722109055712
p22,ari,legacy_shape_effect,1,0.011166439058730271
p22,ari,scale_at_legacy_shape,1,-0.0023949723492910358
p22,ari,legacy_shape_at_full_scale,1,-0.002991255399616477
p22,ari,factorial_scale_main,1,0.004683874879882338
p22,ari,factorial_shape_main,1,0.004087591829556897
p22,ari,interaction,1,-0.014157694458346748
p22,ari,asr_vs_uniform_same_scale,1,-0.0012231034045709355
p22,ari,asr_vs_legacy_same_scale,1,0.0017681519950455415
p22,ari,uniform_scale_effect,2,0.0064554788883666725
p22,ari,legacy_shape_effect,2,0.00021478398601709747
p22,ari,scale_at_legacy_shape,2,0.005809593447791805
p22,ari,legacy_shape_at_full_scale,2,-0.0004311014545577696
p22,ari,factorial_scale_main,2,0.006132536168079239
p22,ari,factorial_shape_main,2,-0.00010815873427033607
p22,ari,interaction,2,-0.0006458854405748671
p22,ari,asr_vs_uniform_same_scale,2,0.00074474221300036
p22,ari,asr_vs_legacy_same_scale,2,0.0011758436675581296
p22,ari,uniform_scale_effect,3,-0.049171316439496016
p22,ari,legacy_shape_effect,3,-0.04929745968180882
p22,ari,scale_at_legacy_shape,3,-0.001662339748925712
p22,ari,legacy_shape_at_full_scale,3,-0.0017884829912385158
p22,ari,factorial_scale_main,3,-0.025416828094210864
p22,ari,factorial_shape_main,3,-0.025542971336523668
p22,ari,interaction,3,0.047508976690570304
p22,ari,asr_vs_uniform_same_scale,3,-0.0004127101250286924
p22,ari,asr_vs_legacy_same_scale,3,0.0013757728662098234
p22,ari,uniform_scale_effect,4,0.00015625833526039523
p22,ari,legacy_shape_effect,4,-0.01676486504595104
p22,ari,scale_at_legacy_shape,4,-0.0012288236280312836
p22,ari,legacy_shape_at_full_scale,4,-0.018149947009242717
p22,ari,factorial_scale_main,4,-0.0005362826463854442
p22,ari,factorial_shape_main,4,-0.017457406027596878
p22,ari,interaction,4,-0.0013850819632916789
p22,ari,asr_vs_uniform_same_scale,4,-0.01837693909686866
p22,ari,asr_vs_legacy_same_scale,4,-0.00022699208762594347
p22,nmi,uniform_scale_effect,0,0.03653640389079449
p22,nmi,legacy_shape_effect,0,1.0621228188512077e-05
p22,nmi,scale_at_legacy_shape,0,-4.446313671524482e-05
p22,nmi,legacy_shape_at_full_scale,0,-0.03657024579932122
p22,nmi,factorial_scale_main,0,0.018245970377039622
p22,nmi,factorial_shape_main,0,-0.018279812285566355
