dataset,metric,contrast,seed,paired_delta
a1,spatial_neighbor_agreement,uniform_scale_effect,2,-0.014686184462303853
a1,spatial_neighbor_agreement,legacy_shape_effect,2,0.0005899987243270788
a1,spatial_neighbor_agreement,scale_at_legacy_shape,2,-0.046418548284219985
a1,spatial_neighbor_agreement,legacy_shape_at_full_scale,2,-0.031142365097589053
a1,spatial_neighbor_agreement,factorial_scale_main,2,-0.03055236637326192
a1,spatial_neighbor_agreement,factorial_shape_main,2,-0.015276183186630987
a1,spatial_neighbor_agreement,interaction,2,-0.03173236382191613
a1,spatial_neighbor_agreement,asr_vs_uniform_same_scale,2,-0.025178594208445038
a1,spatial_neighbor_agreement,asr_vs_legacy_same_scale,2,0.0059637708891440155
a1,spatial_neighbor_agreement,uniform_scale_effect,3,0.00832376578645233
a1,spatial_neighbor_agreement,legacy_shape_effect,3,-0.000861079219288241
a1,spatial_neighbor_agreement,scale_at_legacy_shape,3,0.0021526980482204916
a1,spatial_neighbor_agreement,legacy_shape_at_full_scale,3,-0.00703214695752008
a1,spatial_neighbor_agreement,factorial_scale_main,3,0.005238231917336411
a1,spatial_neighbor_agreement,factorial_shape_main,3,-0.003946613088404161
a1,spatial_neighbor_agreement,interaction,3,-0.006171067738231839
a1,spatial_neighbor_agreement,asr_vs_uniform_same_scale,3,-0.037759918356933264
a1,spatial_neighbor_agreement,asr_vs_legacy_same_scale,3,-0.030727771399413184
a1,spatial_neighbor_agreement,uniform_scale_effect,4,-0.02913318025258327
a1,spatial_neighbor_agreement,legacy_shape_effect,4,-0.003699451460645542
a1,spatial_neighbor_agreement,scale_at_legacy_shape,4,-0.009742951907130926
a1,spatial_neighbor_agreement,legacy_shape_at_full_scale,4,0.0156907768848068
a1,spatial_neighbor_agreement,factorial_scale_main,4,-0.019438066079857097
a1,spatial_neighbor_agreement,factorial_shape_main,4,0.005995662712080629
a1,spatial_neighbor_agreement,interaction,4,0.019390228345452343
a1,spatial_neighbor_agreement,asr_vs_uniform_same_scale,4,-0.00015945911468295826
a1,spatial_neighbor_agreement,asr_vs_legacy_same_scale,4,-0.01585023599948976
a1,spatial_cluster_moran_mean,uniform_scale_effect,0,-0.005256154516114719
a1,spatial_cluster_moran_mean,legacy_shape_effect,0,-0.000969137095504724
a1,spatial_cluster_moran_mean,scale_at_legacy_shape,0,0.010879084034003728
a1,spatial_cluster_moran_mean,legacy_shape_at_full_scale,0,0.015166101454613723
a1,spatial_cluster_moran_mean,factorial_scale_main,0,0.002811464758944504
a1,spatial_cluster_moran_mean,factorial_shape_main,0,0.0070984821795544994
a1,spatial_cluster_moran_mean,interaction,0,0.016135238550118447
a1,spatial_cluster_moran_mean,asr_vs_uniform_same_scale,0,0.029233735378330628
a1,spatial_cluster_moran_mean,asr_vs_legacy_same_scale,0,0.014067633923716905
a1,spatial_cluster_moran_mean,uniform_scale_effect,1,-0.007578967524684899
a1,spatial_cluster_moran_mean,legacy_shape_effect,1,0.001719033454743002
a1,spatial_cluster_moran_mean,scale_at_legacy_shape,1,-0.036275033125755474
a1,spatial_cluster_moran_mean,legacy_shape_at_full_scale,1,-0.026977032146327573
a1,spatial_cluster_moran_mean,factorial_scale_main,1,-0.021927000325220186
a1,spatial_cluster_moran_mean,factorial_shape_main,1,-0.012628999345792286
a1,spatial_cluster_moran_mean,interaction,1,-0.028696065601070575
a1,spatial_cluster_moran_mean,asr_vs_uniform_same_scale,1,0.016053799912080113
a1,spatial_cluster_moran_mean,asr_vs_legacy_same_scale,1,0.043030832058407686
a1,spatial_cluster_moran_mean,uniform_scale_effect,2,-0.023016845185918733
a1,spatial_cluster_moran_mean,legacy_shape_effect,2,0.0005993594952156123
a1,spatial_cluster_moran_mean,scale_at_legacy_shape,2,-0.0346557886404939
a1,spatial_cluster_moran_mean,legacy_shape_at_full_scale,2,-0.011039583959359556
a1,spatial_cluster_moran_mean,factorial_scale_main,2,-0.028836316913206317
a1,spatial_cluster_moran_mean,factorial_shape_main,2,-0.005220112232071972
a1,spatial_cluster_moran_mean,interaction,2,-0.011638943454575168
a1,spatial_cluster_moran_mean,asr_vs_uniform_same_scale,2,-0.010880932762022621
a1,spatial_cluster_moran_mean,asr_vs_legacy_same_scale,2,0.00015865119733693422
a1,spatial_cluster_moran_mean,uniform_scale_effect,3,0.0129630179624447
a1,spatial_cluster_moran_mean,legacy_shape_effect,3,-0.001190613388122097
a1,spatial_cluster_moran_mean,scale_at_legacy_shape,3,0.010997665658443956
a1,spatial_cluster_moran_mean,legacy_shape_at_full_scale,3,-0.003155965692122842
a1,spatial_cluster_moran_mean,factorial_scale_main,3,0.011980341810444328
a1,spatial_cluster_moran_mean,factorial_shape_main,3,-0.0021732895401224694
a1,spatial_cluster_moran_mean,interaction,3,-0.001965352304000745
a1,spatial_cluster_moran_mean,asr_vs_uniform_same_scale,3,-0.022106256357406817
a1,spatial_cluster_moran_mean,asr_vs_legacy_same_scale,3,-0.018950290665283975
a1,spatial_cluster_moran_mean,uniform_scale_effect,4,-0.02421225416554329
a1,spatial_cluster_moran_mean,legacy_shape_effect,4,-0.004590036855161683
a1,spatial_cluster_moran_mean,scale_at_legacy_shape,4,-0.007834962319659855
a1,spatial_cluster_moran_mean,legacy_shape_at_full_scale,4,0.011787254990721752
a1,spatial_cluster_moran_mean,factorial_scale_main,4,-0.016023608242601572
a1,spatial_cluster_moran_mean,factorial_shape_main,4,0.003598609067780034
a1,spatial_cluster_moran_mean,interaction,4,0.016377291845883435
a1,spatial_cluster_moran_mean,asr_vs_uniform_same_scale,4,-0.00028623680029826737
a1,spatial_cluster_moran_mean,asr_vs_legacy_same_scale,4,-0.012073491791020019
a1,embedding_silhouette,uniform_scale_effect,0,-0.0021454617381095886
a1,embedding_silhouette,legacy_shape_effect,0,0.00027014315128326416
a1,embedding_silhouette,scale_at_legacy_shape,0,-0.024218790233135223
a1,embedding_silhouette,legacy_shape_at_full_scale,0,-0.02180318534374237
a1,embedding_silhouette,factorial_scale_main,0,-0.013182125985622406
a1,embedding_silhouette,factorial_shape_main,0,-0.010766521096229553
a1,embedding_silhouette,interaction,0,-0.022073328495025635
a1,embedding_silhouette,asr_vs_uniform_same_scale,0,-0.03395981341600418
a1,embedding_silhouette,asr_vs_legacy_same_scale,0,-0.01215662807226181
a1,embedding_silhouette,uniform_scale_effect,1,-0.013096362352371216
a1,embedding_silhouette,legacy_shape_effect,1,-0.02398737519979477
a1,embedding_silhouette,scale_at_legacy_shape,1,0.014899119734764099
a1,embedding_silhouette,legacy_shape_at_full_scale,1,0.004008106887340546
a1,embedding_silhouette,factorial_scale_main,1,0.0009013786911964417
a1,embedding_silhouette,factorial_shape_main,1,-0.009989634156227112
a1,embedding_silhouette,interaction,1,0.027995482087135315
a1,embedding_silhouette,asr_vs_uniform_same_scale,1,-0.012119948863983154
a1,embedding_silhouette,asr_vs_legacy_same_scale,1,-0.0161280557513237
a1,embedding_silhouette,uniform_scale_effect,2,0.008449651300907135
a1,embedding_silhouette,legacy_shape_effect,2,-0.0003211796283721924
a1,embedding_silhouette,scale_at_legacy_shape,2,-0.015627779066562653
a1,embedding_silhouette,legacy_shape_at_full_scale,2,-0.02439860999584198
a1,embedding_silhouette,factorial_scale_main,2,-0.003589063882827759
a1,embedding_silhouette,factorial_shape_main,2,-0.012359894812107086
a1,embedding_silhouette,interaction,2,-0.024077430367469788
a1,embedding_silhouette,asr_vs_uniform_same_scale,2,-0.02030632644891739
a1,embedding_silhouette,asr_vs_legacy_same_scale,2,0.004092283546924591
a1,embedding_silhouette,uniform_scale_effect,3,-0.016515269875526428
a1,embedding_silhouette,legacy_shape_effect,3,3.5628676414489746e-05
a1,embedding_silhouette,scale_at_legacy_shape,3,-0.013692803680896759
a1,embedding_silhouette,legacy_shape_at_full_scale,3,0.002858094871044159
a1,embedding_silhouette,factorial_scale_main,3,-0.015104036778211594
a1,embedding_silhouette,factorial_shape_main,3,0.0014468617737293243
a1,embedding_silhouette,interaction,3,0.002822466194629669
a1,embedding_silhouette,asr_vs_uniform_same_scale,3,0.024757392704486847
a1,embedding_silhouette,asr_vs_legacy_same_scale,3,0.021899297833442688
a1,embedding_silhouette,uniform_scale_effect,4,-0.00562402606010437
a1,embedding_silhouette,legacy_shape_effect,4,0.008499868214130402
a1,embedding_silhouette,scale_at_legacy_shape,4,-0.009595438838005066
a1,embedding_silhouette,legacy_shape_at_full_scale,4,0.004528455436229706
a1,embedding_silhouette,factorial_scale_main,4,-0.007609732449054718
a1,embedding_silhouette,factorial_shape_main,4,0.006514161825180054
a1,embedding_silhouette,interaction,4,-0.003971412777900696
a1,embedding_silhouette,asr_vs_uniform_same_scale,4,0.0003652647137641907
a1,embedding_silhouette,asr_vs_legacy_same_scale,4,-0.004163190722465515
a1,embedding_davies_bouldin,uniform_scale_effect,0,0.019468898695435
a1,embedding_davies_bouldin,legacy_shape_effect,0,-0.006559491836677145
a1,embedding_davies_bouldin,scale_at_legacy_shape,0,0.14702874294281276
a1,embedding_davies_bouldin,legacy_shape_at_full_scale,0,0.12100035241070062
a1,embedding_davies_bouldin,factorial_scale_main,0,0.08324882081912388
a1,embedding_davies_bouldin,factorial_shape_main,0,0.057220430287011737
a1,embedding_davies_bouldin,interaction,0,0.12755984424737776
a1,embedding_davies_bouldin,asr_vs_uniform_same_scale,0,0.2294777177266285
a1,embedding_davies_bouldin,asr_vs_legacy_same_scale,0,0.10847736531592789
a1,embedding_davies_bouldin,uniform_scale_effect,1,0.20724419404105898
a1,embedding_davies_bouldin,legacy_shape_effect,1,0.266805518511092
a1,embedding_davies_bouldin,scale_at_legacy_shape,1,-0.23065678542540047
a1,embedding_davies_bouldin,legacy_shape_at_full_scale,1,-0.17109546095536743
a1,embedding_davies_bouldin,factorial_scale_main,1,-0.011706295692170743
a1,embedding_davies_bouldin,factorial_shape_main,1,0.047855028777862296
a1,embedding_davies_bouldin,interaction,1,-0.43790097946645945
a1,embedding_davies_bouldin,asr_vs_uniform_same_scale,1,-0.006047975245872195
a1,embedding_davies_bouldin,asr_vs_legacy_same_scale,1,0.16504748570949523
a1,embedding_davies_bouldin,uniform_scale_effect,2,0.0168047562822089
a1,embedding_davies_bouldin,legacy_shape_effect,2,-0.00024247143472488908
a1,embedding_davies_bouldin,scale_at_legacy_shape,2,0.2845713867494415
a1,embedding_davies_bouldin,legacy_shape_at_full_scale,2,0.2675241590325077
a1,embedding_davies_bouldin,factorial_scale_main,2,0.1506880715158252
a1,embedding_davies_bouldin,factorial_shape_main,2,0.1336408437988914
a1,embedding_davies_bouldin,interaction,2,0.2677666304672326
a1,embedding_davies_bouldin,asr_vs_uniform_same_scale,2,0.2573411130847105
a1,embedding_davies_bouldin,asr_vs_legacy_same_scale,2,-0.010183045947797176
a1,embedding_davies_bouldin,uniform_scale_effect,3,-0.042930335820213106
a1,embedding_davies_bouldin,legacy_shape_effect,3,0.003002293208056006
a1,embedding_davies_bouldin,scale_at_legacy_shape,3,-0.053492825776634056
a1,embedding_davies_bouldin,legacy_shape_at_full_scale,3,-0.007560196748364945
a1,embedding_davies_bouldin,factorial_scale_main,3,-0.04821158079842358
a1,embedding_davies_bouldin,factorial_shape_main,3,-0.0022789517701544693
a1,embedding_davies_bouldin,interaction,3,-0.01056248995642095
a1,embedding_davies_bouldin,asr_vs_uniform_same_scale,3,0.308172634258308
a1,embedding_davies_bouldin,asr_vs_legacy_same_scale,3,0.31573283100667293
a1,embedding_davies_bouldin,uniform_scale_effect,4,0.09600515047414637
a1,embedding_davies_bouldin,legacy_shape_effect,4,-0.04341149822245538
a1,embedding_davies_bouldin,scale_at_legacy_shape,4,-0.08722182961522695
a1,embedding_davies_bouldin,legacy_shape_at_full_scale,4,-0.2266384783118287
a1,embedding_davies_bouldin,factorial_scale_main,4,0.0043916604294597095
a1,embedding_davies_bouldin,factorial_shape_main,4,-0.13502498826714204
a1,embedding_davies_bouldin,interaction,4,-0.18322698008937333
a1,embedding_davies_bouldin,asr_vs_uniform_same_scale,4,-0.0014194327146004326
a1,embedding_davies_bouldin,asr_vs_legacy_same_scale,4,0.22521904559722827
placenta,ari,uniform_scale_effect,0,0.2573021028284547
placenta,ari,legacy_shape_effect,0,0.07628233405109497
placenta,ari,scale_at_legacy_shape,0,0.1629706025986814
placenta,ari,legacy_shape_at_full_scale,0,-0.018049166178678355
placenta,ari,factorial_scale_main,0,0.21013635271356806
placenta,ari,factorial_shape_main,0,0.029116583936208307
placenta,ari,interaction,0,-0.09433150022977332
placenta,ari,asr_vs_uniform_same_scale,0,-0.005991448799228971
placenta,ari,asr_vs_legacy_same_scale,0,0.012057717379449384
placenta,ari,uniform_scale_effect,1,0.20419700545422326
placenta,ari,legacy_shape_effect,1,-0.01273331202079342
placenta,ari,scale_at_legacy_shape,1,0.22140145259112387
placenta,ari,legacy_shape_at_full_scale,1,0.004471135116107194
placenta,ari,factorial_scale_main,1,0.21279922902267356
placenta,ari,factorial_shape_main,1,-0.004131088452343112
placenta,ari,interaction,1,0.017204447136900614
placenta,ari,asr_vs_uniform_same_scale,1,-0.01139014894828505
placenta,ari,asr_vs_legacy_same_scale,1,-0.015861284064392245
placenta,ari,uniform_scale_effect,2,0.1970800704336178
placenta,ari,legacy_shape_effect,2,0.009286669245629875
placenta,ari,scale_at_legacy_shape,2,0.18959047046259936
placenta,ari,legacy_shape_at_full_scale,2,0.0017970692746114292
placenta,ari,factorial_scale_main,2,0.19333527044810858
placenta,ari,factorial_shape_main,2,0.005541869260120652
placenta,ari,interaction,2,-0.007489599971018446
placenta,ari,asr_vs_uniform_same_scale,2,-0.004921128162313826
placenta,ari,asr_vs_legacy_same_scale,2,-0.006718197436925255
placenta,ari,uniform_scale_effect,3,0.1812731638166084
placenta,ari,legacy_shape_effect,3,0.05032798463618349
placenta,ari,scale_at_legacy_shape,3,0.1305676562003557
placenta,ari,legacy_shape_at_full_scale,3,-0.0003775229800692115
placenta,ari,factorial_scale_main,3,0.15592041000848206
placenta,ari,factorial_shape_main,3,0.024975230828057138
placenta,ari,interaction,3,-0.0507055076162527
placenta,ari,asr_vs_uniform_same_scale,3,0.03637398576516648
placenta,ari,asr_vs_legacy_same_scale,3,0.036751508745235695
placenta,ari,uniform_scale_effect,4,0.2126295712221289
placenta,ari,legacy_shape_effect,4,0.08892669323484192
placenta,ari,scale_at_legacy_shape,4,0.1478365311114367
placenta,ari,legacy_shape_at_full_scale,4,0.024133653124149723
placenta,ari,factorial_scale_main,4,0.1802330511667828
placenta,ari,factorial_shape_main,4,0.056530173179495824
placenta,ari,interaction,4,-0.0647930401106922
placenta,ari,asr_vs_uniform_same_scale,4,-0.0013817180787503158
placenta,ari,asr_vs_legacy_same_scale,4,-0.02551537120290004
placenta,nmi,uniform_scale_effect,0,0.2318989550516833
placenta,nmi,legacy_shape_effect,0,0.096876979494325
placenta,nmi,scale_at_legacy_shape,0,0.11602228261893122
placenta,nmi,legacy_shape_at_full_scale,0,-0.01899969293842707
placenta,nmi,factorial_scale_main,0,0.17396061883530725
placenta,nmi,factorial_shape_main,0,0.038938643277948964
placenta,nmi,interaction,0,-0.11587667243275207
placenta,nmi,asr_vs_uniform_same_scale,0,-0.007286720118109935
placenta,nmi,asr_vs_legacy_same_scale,0,0.011712972820317136
placenta,nmi,uniform_scale_effect,1,0.18373732590353298
placenta,nmi,legacy_shape_effect,1,0.029183353923275646
placenta,nmi,scale_at_legacy_shape,1,0.15616480134276123
placenta,nmi,legacy_shape_at_full_scale,1,0.001610829362503896
placenta,nmi,factorial_scale_main,1,0.1699510636231471
placenta,nmi,factorial_shape_main,1,0.01539709164288977
placenta,nmi,interaction,1,-0.02757252456077175
placenta,nmi,asr_vs_uniform_same_scale,1,-0.008797510363313776
placenta,nmi,asr_vs_legacy_same_scale,1,-0.010408339725817672
placenta,nmi,uniform_scale_effect,2,0.210304250047451
placenta,nmi,legacy_shape_effect,2,0.014443987832867045
placenta,nmi,scale_at_legacy_shape,2,0.19201956111970198
placenta,nmi,legacy_shape_at_full_scale,2,-0.003840701094881993
placenta,nmi,factorial_scale_main,2,0.2011619055835765
placenta,nmi,factorial_shape_main,2,0.005301643368992526
placenta,nmi,interaction,2,-0.018284688927749038
placenta,nmi,asr_vs_uniform_same_scale,2,-0.004444071134347971
placenta,nmi,asr_vs_legacy_same_scale,2,-0.000603370039465978
placenta,nmi,uniform_scale_effect,3,0.15485446343494202
placenta,nmi,legacy_shape_effect,3,0.044086932894691566
placenta,nmi,scale_at_legacy_shape,3,0.11435477845006625
placenta,nmi,legacy_shape_at_full_scale,3,0.003587247909815794
placenta,nmi,factorial_scale_main,3,0.13460462094250414
placenta,nmi,factorial_shape_main,3,0.02383709040225368
placenta,nmi,interaction,3,-0.04049968498487577
placenta,nmi,asr_vs_uniform_same_scale,3,0.010621209284883637
placenta,nmi,asr_vs_legacy_same_scale,3,0.007033961375067843
placenta,nmi,uniform_scale_effect,4,0.19277745489006426
placenta,nmi,legacy_shape_effect,4,0.0898258309205966
placenta,nmi,scale_at_legacy_shape,4,0.1217088759659305
placenta,nmi,legacy_shape_at_full_scale,4,0.01875725199646283
placenta,nmi,factorial_scale_main,4,0.15724316542799738
placenta,nmi,factorial_shape_main,4,0.05429154145852971
placenta,nmi,interaction,4,-0.07106857892413376
placenta,nmi,asr_vs_uniform_same_scale,4,-0.003721680463248722
placenta,nmi,asr_vs_legacy_same_scale,4,-0.022478932459711554
placenta,ami,uniform_scale_effect,0,0.23494719807550934
placenta,ami,legacy_shape_effect,0,0.09812303691391044
placenta,ami,scale_at_legacy_shape,0,0.11755623235431079
placenta,ami,legacy_shape_at_full_scale,0,-0.019267928807288115
placenta,ami,factorial_scale_main,0,0.17625171521491007
placenta,ami,factorial_shape_main,0,0.039427554053311165
placenta,ami,interaction,0,-0.11739096572119856
placenta,ami,asr_vs_uniform_same_scale,0,-0.0073796440834169585
placenta,ami,asr_vs_legacy_same_scale,0,0.011888284723871156
placenta,ami,uniform_scale_effect,1,0.1861280669515546
placenta,ami,legacy_shape_effect,1,0.029546189100109976
placenta,ami,scale_at_legacy_shape,1,0.15820515189405615
placenta,ami,legacy_shape_at_full_scale,1,0.0016232740426115333
placenta,ami,factorial_scale_main,1,0.17216660942280537
placenta,ami,factorial_shape_main,1,0.015584731571360755
placenta,ami,interaction,1,-0.027922915057498443
placenta,ami,asr_vs_uniform_same_scale,1,-0.008909955065817488
placenta,ami,asr_vs_legacy_same_scale,1,-0.01053322910842902
placenta,ami,uniform_scale_effect,2,0.21310577915288575
placenta,ami,legacy_shape_effect,2,0.014646842702056961
placenta,ami,scale_at_legacy_shape,2,0.19456382954118479
placenta,ami,legacy_shape_at_full_scale,2,-0.0038951069096440083
placenta,ami,factorial_scale_main,2,0.20383480434703527
placenta,ami,factorial_shape_main,2,0.0053758678962064765
placenta,ami,interaction,2,-0.01854194961170097
placenta,ami,asr_vs_uniform_same_scale,2,-0.004500186361097613
placenta,ami,asr_vs_legacy_same_scale,2,-0.0006050794514536051
placenta,ami,uniform_scale_effect,3,0.15698963373508634
placenta,ami,legacy_shape_effect,3,0.04471135244806024
placenta,ami,scale_at_legacy_shape,3,0.1159150821280247
placenta,ami,legacy_shape_at_full_scale,3,0.0036368008409985997
placenta,ami,factorial_scale_main,3,0.13645235793155552
placenta,ami,factorial_shape_main,3,0.02417407664452942
placenta,ami,interaction,3,-0.04107455160706164
placenta,ami,asr_vs_uniform_same_scale,3,0.010707831483678154
placenta,ami,asr_vs_legacy_same_scale,3,0.007071030642679554
placenta,ami,uniform_scale_effect,4,0.19532059500533927
placenta,ami,legacy_shape_effect,4,0.09100530985759892
placenta,ami,scale_at_legacy_shape,4,0.12336320119119681
placenta,ami,legacy_shape_at_full_scale,4,0.01904791604345646
placenta,ami,factorial_scale_main,4,0.15934189809826804
placenta,ami,factorial_shape_main,4,0.05502661295052769
placenta,ami,interaction,4,-0.07195739381414246
placenta,ami,asr_vs_uniform_same_scale,4,-0.0037684107065727446
placenta,ami,asr_vs_legacy_same_scale,4,-0.022816326750029203
placenta,fmi,uniform_scale_effect,0,0.21893249897433786
placenta,fmi,legacy_shape_effect,0,0.06521530063298808
placenta,fmi,scale_at_legacy_shape,0,0.13804619363677906
placenta,fmi,legacy_shape_at_full_scale,0,-0.015671004704570723
placenta,fmi,factorial_scale_main,0,0.17848934630555846
placenta,fmi,factorial_shape_main,0,0.02477214796420868
placenta,fmi,interaction,0,-0.0808863053375588
placenta,fmi,asr_vs_uniform_same_scale,0,-0.005015161406289881
placenta,fmi,asr_vs_legacy_same_scale,0,0.010655843298280843
placenta,fmi,uniform_scale_effect,1,0.17204604249676436
placenta,fmi,legacy_shape_effect,1,-0.010655229147581768
placenta,fmi,scale_at_legacy_shape,1,0.1862419911167177
placenta,fmi,legacy_shape_at_full_scale,1,0.0035407194723715563
placenta,fmi,factorial_scale_main,1,0.17914401680674102
placenta,fmi,factorial_shape_main,1,-0.003557254837605106
placenta,fmi,interaction,1,0.014195948619953325
placenta,fmi,asr_vs_uniform_same_scale,1,-0.009460133998967502
placenta,fmi,asr_vs_legacy_same_scale,1,-0.013000853471339058
placenta,fmi,uniform_scale_effect,2,0.16804616012036389
placenta,fmi,legacy_shape_effect,2,0.00784350595255201
placenta,fmi,scale_at_legacy_shape,2,0.1615664913465612
placenta,fmi,legacy_shape_at_full_scale,2,0.0013638371787493275
placenta,fmi,factorial_scale_main,2,0.16480632573346254
placenta,fmi,factorial_shape_main,2,0.004603671565650669
placenta,fmi,interaction,2,-0.006479668773802683
placenta,fmi,asr_vs_uniform_same_scale,2,-0.004125707525805988
placenta,fmi,asr_vs_legacy_same_scale,2,-0.005489544704555316
placenta,fmi,uniform_scale_effect,3,0.15255028117224145
placenta,fmi,legacy_shape_effect,3,0.0418164664470565
placenta,fmi,scale_at_legacy_shape,3,0.11047295641898258
placenta,fmi,legacy_shape_at_full_scale,3,-0.0002608583062023717
placenta,fmi,factorial_scale_main,3,0.13151161879561202
placenta,fmi,factorial_shape_main,3,0.020777804070427064
placenta,fmi,interaction,3,-0.04207732475325887
placenta,fmi,asr_vs_uniform_same_scale,3,0.029972464494285367
placenta,fmi,asr_vs_legacy_same_scale,3,0.03023332280048774
placenta,fmi,uniform_scale_effect,4,0.18040104368164567
placenta,fmi,legacy_shape_effect,4,0.07550913886651256
placenta,fmi,scale_at_legacy_shape,4,0.12636745641841574
placenta,fmi,legacy_shape_at_full_scale,4,0.021475551603282628
placenta,fmi,factorial_scale_main,4,0.1533842500500307
placenta,fmi,factorial_shape_main,4,0.048492345234897594
placenta,fmi,interaction,4,-0.05403358726322993
placenta,fmi,asr_vs_uniform_same_scale,4,-0.0011419048422797173
placenta,fmi,asr_vs_legacy_same_scale,4,-0.022617456445562345
placenta,homogeneity,uniform_scale_effect,0,0.2472748650592178
placenta,homogeneity,legacy_shape_effect,0,0.09963844200570604
placenta,homogeneity,scale_at_legacy_shape,0,0.12344721945691095
placenta,homogeneity,legacy_shape_at_full_scale,0,-0.024189203596600817
placenta,homogeneity,factorial_scale_main,0,0.18536104225806438
placenta,homogeneity,factorial_shape_main,0,0.03772461920455261
placenta,homogeneity,interaction,0,-0.12382764560230686
placenta,homogeneity,asr_vs_uniform_same_scale,0,-0.007144739745624795
placenta,homogeneity,asr_vs_legacy_same_scale,0,0.01704446385097602
placenta,homogeneity,uniform_scale_effect,1,0.18612637059591597
placenta,homogeneity,legacy_shape_effect,1,0.02880262186866822
placenta,homogeneity,scale_at_legacy_shape,1,0.15724780928047122
placenta,homogeneity,legacy_shape_at_full_scale,1,-7.593944677652953e-05
placenta,homogeneity,factorial_scale_main,1,0.1716870899381936
placenta,homogeneity,factorial_shape_main,1,0.014363341210945846
placenta,homogeneity,interaction,1,-0.02887856131544475
placenta,homogeneity,asr_vs_uniform_same_scale,1,-0.0082481772551517
placenta,homogeneity,asr_vs_legacy_same_scale,1,-0.008172237808375171
placenta,homogeneity,uniform_scale_effect,2,0.2293992406292158
placenta,homogeneity,legacy_shape_effect,2,0.01709792947983091
placenta,homogeneity,scale_at_legacy_shape,2,0.20734759169440442
placenta,homogeneity,legacy_shape_at_full_scale,2,-0.004953719454980465
placenta,homogeneity,factorial_scale_main,2,0.2183734161618101
placenta,homogeneity,factorial_shape_main,2,0.006072105012425222
placenta,homogeneity,interaction,2,-0.022051648934811374
placenta,homogeneity,asr_vs_uniform_same_scale,2,-0.004442183640783082
placenta,homogeneity,asr_vs_legacy_same_scale,2,0.0005115358141973836
placenta,homogeneity,uniform_scale_effect,3,0.1719439233686587
placenta,homogeneity,legacy_shape_effect,3,0.04938787177606829
placenta,homogeneity,scale_at_legacy_shape,3,0.12671319302197803
placenta,homogeneity,legacy_shape_at_full_scale,3,0.004157141429387612
placenta,homogeneity,factorial_scale_main,3,0.14932855819531837
placenta,homogeneity,factorial_shape_main,3,0.026772506602727952
placenta,homogeneity,interaction,3,-0.04523073034668068
placenta,homogeneity,asr_vs_uniform_same_scale,3,0.002834524517881132
placenta,homogeneity,asr_vs_legacy_same_scale,3,-0.00132261691150648
placenta,homogeneity,uniform_scale_effect,4,0.20345920224007208
placenta,homogeneity,legacy_shape_effect,4,0.0940876839658088
placenta,homogeneity,scale_at_legacy_shape,4,0.137820440117301
placenta,homogeneity,legacy_shape_at_full_scale,4,0.02844892184303771
placenta,homogeneity,factorial_scale_main,4,0.17063982117868653
placenta,homogeneity,factorial_shape_main,4,0.061268302904423255
placenta,homogeneity,interaction,4,-0.06563876212277109
placenta,homogeneity,asr_vs_uniform_same_scale,4,-0.003400745630862567
placenta,homogeneity,asr_vs_legacy_same_scale,4,-0.03184966747390028
placenta,v_measure,uniform_scale_effect,0,0.23189895505168318
placenta,v_measure,legacy_shape_effect,0,0.096876979494325
placenta,v_measure,scale_at_legacy_shape,0,0.11602228261893122
placenta,v_measure,legacy_shape_at_full_scale,0,-0.01899969293842696
placenta,v_measure,factorial_scale_main,0,0.1739606188353072
placenta,v_measure,factorial_shape_main,0,0.03893864327794902
placenta,v_measure,interaction,0,-0.11587667243275196
placenta,v_measure,asr_vs_uniform_same_scale,0,-0.007286720118109935
placenta,v_measure,asr_vs_legacy_same_scale,0,0.011712972820317025
placenta,v_measure,uniform_scale_effect,1,0.1837373259035331
placenta,v_measure,legacy_shape_effect,1,0.029183353923275757
placenta,v_measure,scale_at_legacy_shape,1,0.15616480134276112
placenta,v_measure,legacy_shape_at_full_scale,1,0.001610829362503785
placenta,v_measure,factorial_scale_main,1,0.1699510636231471
placenta,v_measure,factorial_shape_main,1,0.01539709164288977
placenta,v_measure,interaction,1,-0.02757252456077197
placenta,v_measure,asr_vs_uniform_same_scale,1,-0.008797510363313998
placenta,v_measure,asr_vs_legacy_same_scale,1,-0.010408339725817783
placenta,v_measure,uniform_scale_effect,2,0.210304250047451
placenta,v_measure,legacy_shape_effect,2,0.014443987832867156
placenta,v_measure,scale_at_legacy_shape,2,0.19201956111970175
placenta,v_measure,legacy_shape_at_full_scale,2,-0.003840701094882104
placenta,v_measure,factorial_scale_main,2,0.20116190558357638
placenta,v_measure,factorial_shape_main,2,0.005301643368992526
placenta,v_measure,interaction,2,-0.01828468892774926
placenta,v_measure,asr_vs_uniform_same_scale,2,-0.004444071134347971
placenta,v_measure,asr_vs_legacy_same_scale,2,-0.000603370039465867
placenta,v_measure,uniform_scale_effect,3,0.15485446343494214
placenta,v_measure,legacy_shape_effect,3,0.044086932894691566
placenta,v_measure,scale_at_legacy_shape,3,0.11435477845006636
placenta,v_measure,legacy_shape_at_full_scale,3,0.003587247909815794
placenta,v_measure,factorial_scale_main,3,0.13460462094250425
placenta,v_measure,factorial_shape_main,3,0.02383709040225368
placenta,v_measure,interaction,3,-0.04049968498487577
placenta,v_measure,asr_vs_uniform_same_scale,3,0.010621209284883859
