fraction_of_training,state_file_saved,state_sha256,step
0.0,False,ae3ca6851679a327a7a85a535fb527a50ae5ac41f9dedabc0317e52fc21b2607,0
0.005,False,b1a51904679fe93ace3d8b7ade826c883daca0fb0fa4b097a398caace9e28c63,1
0.025,False,0a85939186ac1a0283be98865c647886e0fb607a504e0d56d96d997312ce1bc7,5
0.05,False,255fe68c5b23ddba6261c848a0d5bf76089df90b2f44633c1bd3a5057108b487,10
0.1,False,521c8e48d3ed927ac060c03df93cff471e791fafcc8dc6977255e74f51262080,20
0.2,False,3e4342a4bbc25d843d556fcbef13f2059dc46f4a3d28a628fc55b3ac1a3371bc,40
0.4,False,94ed26b981ee155405e55762f86bef1c8432e3d0a8376f6342e1b868a17d75c3,80
0.5,False,54e82e74b9067508757e221f13494f162ff2bd5ab83f68daa42722467959fd25,100
1.0,False,b5de608a5ca6e130ba27ff92f6d5d0cdccf7eba2d2c899caaab9799bbc69f84b,200
