stage,candidate,dataset,family,seed,success,ari,nmi,q,neighbor_agreement,moran_i,geary_c,boundary_disagreement,ami,mi,fmi,homogeneity,completeness,v_measure,silhouette,davies_bouldin,calinski_harabasz,foscttm_mean,recall_at_1,recall_at_5,recall_at_10,paired_median_rank,training_runtime_seconds,peak_gpu_mib
r1,Q00_REFERENCE_ALIAS,a1,RNA+protein,0,True,0.2744679880037527,0.4147370479615583,0.3446025179826555,0.6167581623808148,0.5499301490114089,0.46285877900957717,0.3832418376191852,0.41088756084643535,0.7713368649083819,0.4176458500628483,0.45722290387853826,0.3794755919279705,0.41473704796155836,0.1253763528926319,1.5551626129880654,674.7391633397614,0.1734365919689303,0.0015786452353616532,0.0076061997703788745,0.018082663605051664,401.5,,
r1,Q01_GLOBAL_QUALITY_BLEND,a1,RNA+protein,0,True,0.27339719853910427,0.4135383851524159,0.3434677918457601,0.6217856110950593,0.5570175038564935,0.45627533389473757,0.37821438890494075,0.40967244999327795,0.7674125458411236,0.4174419372714435,0.45489669772749314,0.3790737461264072,0.41353838515241587,0.12527326476984968,1.557863700437014,639.3743532204883,0.17348570702440885,0.0015786452353616532,0.0076061997703788745,0.018082663605051664,401.5,2.2666690349578857,47.158203125
r1,Q02_SPOT_QUALITY_BLEND,a1,RNA+protein,0,True,0.2723714064411762,0.41366188732995446,0.3430166468855653,0.6223634787633632,0.5571158695630418,0.4558266320098417,0.3776365212366368,0.4098005625025814,0.7684342712216043,0.4162874947184973,0.45550234263658906,0.37886133973890845,0.4136618873299544,0.12642151312742775,1.555293443738173,646.1864571319543,0.16544785513893462,0.001722158438576349,0.008180252583237659,0.01894374282433984,381.5,1.1045122146606445,47.1845703125
r1,Q03_MASKED_RESIDUAL,a1,RNA+protein,0,True,0.27311613236004434,0.41340929388235004,0.34326271312119716,0.6220745449292112,0.5572315972737142,0.45606117290905257,0.3779254550707888,0.40954270348993377,0.7672104388676698,0.4171904131638074,0.4547768954186697,0.37893999905857256,0.4134092938823501,0.1254760123572361,1.5572884790042412,640.2196544110251,0.17309999726406067,0.0015786452353616532,0.007749712973593571,0.018082663605051664,400.75,7.290499210357666,49.9638671875
r1,Q04_SPOT_GATED_MASKED_RESIDUAL,a1,RNA+protein,0,True,0.2738547977428921,0.41477405787159155,0.34431442780724186,0.620138688240393,0.5542855411963483,0.4586910932445865,0.379861311759607,0.41092011004302603,0.770542765705751,0.41751322435747235,0.45675218821601427,0.37986252589359565,0.4147740578715916,0.12735318929020345,1.5480920053738438,656.7319666676622,0.16366471492006607,0.0018656716417910447,0.00846727898966705,0.0202353616532721,380.0,6.4841907024383545,49.990234375
r1,Q05_BOUNDARY_GATED_RESIDUAL,a1,RNA+protein,0,True,0.27472995920757765,0.414137539366837,0.3444337492872073,0.6208032360589425,0.5546127827898202,0.4584558279387144,0.3791967639410575,0.4102777068958497,0.7690436042993196,0.41839615673707753,0.4558635350700083,0.37940951532402495,0.414137539366837,0.12620507086799126,1.5512295214355887,649.8772258434699,0.16800278571365002,0.0018656716417910447,0.007749712973593571,0.0202353616532721,389.5,6.869470834732056,49.990234375
r1,Q06_COORDINATE_PRIOR_RESIDUAL,a1,RNA+protein,0,True,0.2746539478856942,0.41527604762116027,0.34496499775342726,0.6215255706443225,0.5556828514184448,0.4573289251662689,0.37847442935567754,0.4114245254286734,0.7713012810546032,0.41824379346818463,0.4572018109505374,0.38039365244585427,0.41527604762116027,0.12726256243004674,1.5480912895971592,655.8327652943364,0.1635914131719986,0.0018656716417910447,0.008323765786452353,0.020091848450057407,379.25,7.121828317642212,51.427734375
r1,Q07_CONFIDENCE_MNN_RESIDUAL,a1,RNA+protein,0,True,0.2738863160086541,0.4149863585124552,0.34443633726055467,0.6200809014735625,0.5542158029621442,0.4587891469014821,0.37991909852643746,0.4111337568171415,0.7709100456246641,0.41754206053807147,0.45696989956717815,0.3800680767624747,0.41498635851245513,0.12726406850035077,1.5464410461714793,656.7920598807467,0.16368787151501488,0.0018656716417910447,0.00846727898966705,0.020091848450057407,380.0,8.689015626907349,52.61279296875
r1,Q00_REFERENCE_ALIAS,a1,RNA+protein,1,True,0.2672471914408437,0.41326906898705384,0.3402581302139488,0.6276220745449292,0.5587973329910844,0.45437093774630793,0.37237792545507076,0.40941143819817016,0.7691939866670211,0.4116455729581791,0.4559526767485417,0.37789295339223317,0.4132690689870538,0.10538161162434408,1.6027835695472104,645.8684944017318,0.20680153693864212,0.0012916188289322618,0.009328358208955223,0.018800229621125143,483.0,,
r1,Q01_GLOBAL_QUALITY_BLEND,a1,RNA+protein,1,True,0.26736614628218347,0.4116678015889665,0.339516973935575,0.6301646922854667,0.5609259406806342,0.4521604824309836,0.3698353077145333,0.4077977177757492,0.7658456617107223,0.4119538420711646,0.45396790079746646,0.3765787189804786,0.41166780158896643,0.10724498958833115,1.6357649594860064,629.5659016146967,0.20678938178648926,0.0012916188289322618,0.009328358208955223,0.01894374282433984,483.0,1.181988000869751,52.61279296875
r1,Q02_SPOT_QUALITY_BLEND,a1,RNA+protein,1,True,0.26633872123891583,0.4111536634351867,0.3387461923370513,0.6310603871713377,0.5613213874653931,0.45177883474977704,0.3689396128286623,0.4072804523444776,0.7649280167468204,0.4110756128905244,0.45342395130637797,0.376092566615632,0.4111536634351867,0.10770552336060958,1.6320984757643284,634.0328966867437,0.1992453587096651,0.0020091848450057405,0.00947187141216992,0.019661308840413318,459.0,1.1010401248931885,52.61279296875
r1,Q03_MASKED_RESIDUAL,a1,RNA+protein,1,True,0.267500916472881,0.4117181647189451,0.3396095405959131,0.6292978907830107,0.5600826722172297,0.45301476841864813,0.3707021092169893,0.4078485152238744,0.7659579520089468,0.4120492286611521,0.4540344627609449,0.3766172039802773,0.41171816471894507,0.1076162761262042,1.6312280015982528,630.562095648987,0.20637742513827206,0.0012916188289322618,0.009328358208955223,0.018800229621125143,481.5,9.00605320930481,52.61279296875
